what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570712556
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570713327
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281570728047
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570728118
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570730160
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570731882
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570733387
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570739048
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570745895
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570754687
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281570754840
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281570754912
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281570756354
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281570762970
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281570765872
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570769425
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570779702
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570785220
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570939691
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1281570940539
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281570941877
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281570943817
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281570961330
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1281570963084
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281570967324
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281570969991
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570971628
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281571037559
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571037626
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571038627
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571039038
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281571039821
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1281571070142
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571099948
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1281571102508
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1281571105525
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1281571109193
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1281571112209
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571121527
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1281571125456
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571129936
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571131848
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281571135945
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571142057
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571142232
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571142352
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571142488
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571142624
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571142904
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571143040
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571143168
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571143287
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571143448
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571143583
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571143736
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571143872
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571143992
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571144151
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571144319
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571144471
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571144607
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571144751
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571144887
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571145007
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571145159
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571145295
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571145439
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1281571151313
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1281571152991
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571155174
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571160429
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571169685
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571169843
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571169987
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571170107
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571170227
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571170459
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281571171663
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1281571174307
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571175067
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1281571178362
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571180676
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571180920
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571181747
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571186712
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281571192429
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571199904
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571203825
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571212571
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571216616
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571219974
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571221312
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571222680
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571224158
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281571225624
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571233320
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.rename.element",1281571239124
started,bundle,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.ui",1281571242835
started,bundle,org.eclipse.pde.core,3.6.0.v20100601,"org.eclipse.pde.core",1281571242881
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1281571242887
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571243104
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571245221
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1281571245294
started,bundle,org.eclipse.jst.jsp.core,1.2.300.v201005271731,"org.eclipse.jst.jsp.core",1281571245382
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571251833
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571252162
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571259205
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571267375
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571270348
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571272203
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281571272801
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281571273232
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281571273625
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281571273999
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571274679
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571276887
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571285361
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571286280
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571287221
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571287605
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571292652
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571292729
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281571308831
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571308890
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281571309671
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571312438
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571317060
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281571319246
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571323528
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571329967
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281571330122
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281571330186
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281571336939
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281571340193
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571344605
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571344794
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571344971
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571345106
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281571346384
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1281571353847
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571354367
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281571364114
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571375814
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571376371
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281571377213
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1281571385392
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571386148
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571396845
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571405368
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571406232
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571408835
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571413513
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571451025
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571463617
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571475672
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571480508
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1281571485151
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571487344
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571487583
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1281571490553
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571492064
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571492309
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571492739
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571505916
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571520346
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571528895
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1281571530876
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571531627
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571550402
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281571556657
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1281571558465
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571558863
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281571568742
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571571649
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571572917
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571575251
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571575567
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571577671
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571578764
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571585402
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571586928
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571602834
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281571605282
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281571605897
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281571609004
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281571609290
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281571623171
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281573209663
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281573211105
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281573214094
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281573218491
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281573220258
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281574412445
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1281574419975
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281574445493
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281574446023
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281574447023
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281574448228
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281574496101
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281574505582
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281574510162
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281574518226
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281574518381
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281574518433
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281574521327
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281574521597
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281574524759
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281574525849
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281574525849
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1281574530675
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281574531164
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281574539172
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281574540671
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1281574543510
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281574544973
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281574563698
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281574624310
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281574651879
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281574669670
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281574670816
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281574673480
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281574680987
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281574698954
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281574705561
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281574726396
