what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281568881571
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281568881572
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.close",1281568881595
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281568883365
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281568883411
started,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1281568893464
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281568904950
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281568906514
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281568916680
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281568920513
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281568922444
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281568943097
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281569129220
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281569134007
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281569148518
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1281569149583
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281569151036
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1281569155171
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281569156664
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281569156975
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281569157466
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281569167368
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.0.v201004262257,"org.eclipse.jst.ws.jaxws.ui",1281569175396
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1281569175402
started,bundle,org.eclipse.pde.api.tools,1.0.201.v20100602-0930,"org.eclipse.pde.api.tools",1281569175432
started,bundle,org.eclipse.pde.api.tools.ui,1.0.200.v20100601-1815,"org.eclipse.pde.api.tools.ui",1281569175433
started,bundle,org.eclipse.jst.ws.annotations.core,1.0.0.v201004262257,"org.eclipse.jst.ws.annotations.core",1281569178814
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281569276760
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281569288253
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281569383403
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281569442247
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281569442669
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281569489704
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281569489765
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281569491199
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281569495109
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281569495302
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1281569510182
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281569514662
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281569519537
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281569526376
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281569526556
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281569583393
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281569606023
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281569614886
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1281569615844
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281569624202
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281570249929
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570249989
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570251662
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570260641
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281570263208
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1281570263945
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281570267373
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281570273109
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1281570274333
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1281570274482
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1281570274633
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1281570274818
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1281570275058
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1281570276900
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281570279150
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281570292413
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281570296702
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570298520
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570301104
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1281570305543
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1281570305579
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1281570305592
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1281570305673
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1281570305716
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570305734
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570316233
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1281570316304
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570318497
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570334686
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281570336595
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570342725
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1281570342828
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570349244
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570360040
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281570365708
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1281570367783
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281570368723
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1281570368876
started,bundle,org.eclipse.jst.jee,1.0.300.v201005191301,"org.eclipse.jst.jee",1281570368882
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1281570371854
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1281570373173
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570375224
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570391392
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281570398202
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570415160
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570416199
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570419739
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570423883
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281570428202
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1281570429738
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281570430968
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570437844
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570456418
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570463918
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570484144
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570512502
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570514284
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281570530629
